Timestamp,Gender,Degree,BusinessMarket,ProgrammingLanguages,BusinessSize,Title,Level,Yoe,YoeBuckets,TotalCompensationEgp,WorkSetting,BusinessFocus,BusinessLine,TotalCompensationEgpBuckets,Industries,IsEgp,CompanyLocation
4/13/2024 3:49:45,Male,Yes,Regional,,A Large Enterprise/Multinational Company,Technical Support,Junior,1,0-1,"6,000.00",Office,Product-based company,B2C,5-10K,Food,EGP,Port Said / Suez
4/13/2024 5:27:35,Male,Yes,Global,"Java, Kotlin",A Small and Medium Enterprise,Mobile Development Engineer,Mid-level,1.5,1-3,"40,000.00",Hybrid,Software House,B2B & B2C lines,40-50K,Delivery,EGP,Alexandria
4/13/2024 8:23:35,Female,Yes,Regional,,A Start-up,Technical Support,Junior,2,1-3,"6,000.00",Office,Product-based company,B2B,5-10K,,EGP,Cairo
4/13/2024 8:24:58,Male,No,Regional,,A Small and Medium Enterprise,Product Manager,Mid-level,12,10-12,"26,007.00",Remote/Egypt,Product-based company,B2B,25-30K,Technology,EGP,Cairo
4/13/2024 12:08:54,Male,Yes,Global,"TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,0.5,0-1,"6,000.00",Remote/Egypt,Software House,B2B,5-10K,,EGP,Hurghada (Or Gouna)
4/13/2024 12:10:47,Male,Yes,Global,"PHP, JavaScript, Python, TypeScript, HTML/CSS, Dart",A Small and Medium Enterprise,Full-stack Engineer,Team Lead,5,3-5,"126,100.00",Remote/Abroad,Software House,B2B,120-140K,Technology,Another currency (e.g USD),No site in Egypt
4/13/2024 12:20:23,Male,No,Global,Python,A Large Enterprise/Multinational Company,Data Analytics,Senior,4,3-5,"121,250.00",Remote/Abroad,Software House,B2B,120-140K,Technology,Another currency (e.g USD),No site in Egypt
4/13/2024 13:42:44,Male,Yes,Regional,Swift,A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,6,5-8,"155,200.00",Remote/Abroad,Product-based company,B2B & B2C lines,140-160K,"Fintech, Delivery, Transportation, Technology, e-commerce",Another currency (e.g USD),Cairo
4/13/2024 15:13:09,Male,Yes,Regional,C#,A Start-up,Backend Engineer,Junior,1,0-1,"113,005.00",Office,Software House,B2B,100-120K,"Insurance, Technology",Another currency (e.g USD),Cairo
4/13/2024 16:04:16,Male,No,Global,"JavaScript, Go, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Mid-level,1,0-1,"54,100.00",Remote/Abroad,Product-based company,B2B,50-60K,,Another currency (e.g USD),No site in Egypt
4/13/2024 16:36:09,Male,Yes,Regional,Java,A Small and Medium Enterprise,Backend Engineer,Mid-level,3.5,3-5,"46,000.00",Remote/Egypt,Software House,B2B & B2C lines,40-50K,"Delivery, Supply Chain, Technology",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/13/2024 17:19:06,Male,Yes,Regional,JavaScript,A Start-up,Backend Engineer,Senior,5,3-5,"75,000.00",Office,Product-based company,B2B & B2C lines,70-80K,Technology,EGP,Cairo
4/13/2024 18:13:52,Male,Yes,Global,"C#, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,1.5,1-3,"12,000.00",Office,Product-based company,B2B,10-15K,Education,EGP,Cairo
4/13/2024 18:15:10,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,Backend Engineer,Senior,3.5,3-5,"54,000.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,Telecommunications,EGP,Cairo
4/13/2024 18:47:02,Male,Yes,Regional,Swift,A Small and Medium Enterprise,Mobile Development Engineer,Junior,1,0-1,"14,000.00",Office,Product-based company,B2B,10-15K,"Delivery, Technology",EGP,Cairo
4/13/2024 19:35:42,Male,Yes,Global,C#,A Large Enterprise/Multinational Company,Backend Engineer,Junior,0,0-1,"25,000.00",Hybrid,Product-based company,B2B & B2C lines,25-30K,Technology,EGP,Cairo
4/13/2024 22:21:04,Male,No,Global,"JavaScript, Python",A Small and Medium Enterprise,Full-stack Engineer,Junior,1.5,1-3,"11,000.00",Hybrid,Product-based company,B2C,10-15K,,EGP,Cairo
4/14/2024 1:12:24,Male,Yes,Global,Python,A Large Enterprise/Multinational Company,Data Engineer,Senior,7,5-8,"72,750.00",Hybrid,Software House,B2C,70-80K,Technology,Another currency (e.g USD),Cairo
4/14/2024 3:09:34,Female,Yes,Regional,"C#, JavaScript, C/C++, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,8,5-8,"25,000.00",Remote/Egypt,Product-based company,B2B,25-30K,Fintech,EGP,Cairo
4/14/2024 5:44:00,Male,No,Local,Python,A Large Enterprise/Multinational Company,Data Analytics,Senior Staff,5,3-5,"26,333.00",Office,Product-based company,B2B & B2C lines,25-30K,"Fintech, Insurance",EGP,Cairo
4/14/2024 6:57:34,Male,Yes,Global,"JavaScript, Go, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,6,5-8,"39,000.00",Remote/Egypt,Product-based company,B2B,35-40K,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Human Resources Services, Agriculture, Aerospace",EGP,Cairo
4/14/2024 9:44:24,Male,Yes,Global,"JavaScript, TypeScript",A Start-up,Full-stack Engineer,Mid-level,4,3-5,"40,000.00",Remote/Abroad,Product-based company,B2B,40-50K,Technology,EGP,Cairo
4/14/2024 16:45:33,Male,Yes,Local,Python,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Senior,3.5,3-5,"113,000.00",Office,Product-based company,B2C,100-120K,Fintech,EGP,Cairo
4/14/2024 17:16:56,Male,No,Local,,A Start-up,Product Manager,Mid-level,2,1-3,"20,000.00",Hybrid,Product-based company,B2C,20-25K,Fintech,EGP,Cairo
4/14/2024 17:16:56,Male,Yes,Local,,A Start-up,Product Manager,Mid-level,2,1-3,"40,000.00",Office,Software House,B2B,40-50K,Technology,EGP,Cairo
4/14/2024 18:09:42,Male,Yes,Local,,A Start-up,Product Manager,Mid-level,3,1-3,"42,000.00",Hybrid,FMCG wholesale company,B2B & B2C lines,40-50K,"Fintech, Delivery, Supply Chain",EGP,Cairo
4/14/2024 18:18:29,Male,No,Regional,,A Small and Medium Enterprise,Product Manager,Manager,13,12-15,"67,500.00",Remote/Egypt,Financing,B2C,60-70K,Fintech,EGP,Cairo
4/14/2024 18:36:29,Male,Yes,Global,,A Start-up,Product Manager,Mid-level,3,1-3,"97,000.00",Remote/Abroad,Product-based company,B2C,80-100K,"Fintech, Supply Chain, Transportation, Technology",Another currency (e.g USD),Berlin
4/14/2024 20:23:10,Male,Yes,Global,Swift,A Start-up,Mobile Development Engineer,Mid-level,3,1-3,"87,300.00",Remote/Abroad,Product-based company,B2C,80-100K,"Fintech, Delivery, Transportation",Another currency (e.g USD),Cairo
4/14/2024 22:17:28,Male,Yes,Global,"Java, JavaScript, Swift",A Large Enterprise/Multinational Company,Systems Architect,Manager,13,12-15,"115,000.00",Hybrid,Software House,B2B & B2C lines,100-120K,"Fintech, Telecommunications",EGP,Cairo
4/14/2024 22:18:43,Male,Yes,Global,"Python, Bash",A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Senior,4,3-5,"80,025.00",Hybrid,Software House,B2B,80-100K,"Fintech, Healthcare, Insurance, Delivery, Transportation, Telecommunications, Energy, Manufacturing, Technology, Human Resources Services, Production",Another currency (e.g USD),Cairo
4/14/2024 22:20:26,Male,Yes,Regional,C#,A Start-up,Backend Engineer,Mid-level,4,3-5,"53,350.00",Remote/Abroad,Product-based company,B2B,50-60K,Healthcare,Another currency (e.g USD),UAE
4/14/2024 22:26:29,Male,Yes,Local,"Java, TypeScript",A Start-up,Backend Engineer,Junior,0,0-1,"15,000.00",Hybrid,Product-based company,B2C,15-20K,Supply Chain,EGP,Cairo
4/14/2024 22:31:09,Female,Yes,Local,,A Small and Medium Enterprise,Security/Network Engineer,Junior,3,1-3,"5,210.00",Office,pharmaceutical company,B2B & B2C lines,5-10K,"Healthcare, Manufacturing",EGP,Badr city
4/14/2024 22:34:01,Male,Yes,Regional,C#,A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,12,10-12,"109,125.00",Office,Software House,B2B & B2C lines,100-120K,"Fintech, Healthcare, Law",Another currency (e.g USD),Cairo
4/14/2024 22:48:36,Female,Yes,Regional,,A Start-up,Product Owner,Junior,2,1-3,"20,370.00",Remote/Abroad,Product-based company,B2C,20-25K,,Another currency (e.g USD),No site in Egypt
4/14/2024 22:50:43,Male,Yes,Local,"Java, Python",A Start-up,QA / SDET Engineer,Mid-level,2,1-3,"27,000.00",Office,Product-based company,B2B & B2C lines,25-30K,"Transportation, Energy",EGP,Cairo
4/15/2024 0:00:00,Female,No,Global,"Java, PHP, JavaScript, Python, C/C++, HTML/CSS,",A Small and Medium Enterprise,Full-stack Engineer,Mid-level,3.5,3-5,"22,916.00",Hybrid,Software House,B2B & B2C lines,20-25K,"Healthcare, Supply Chain, Transportation, Telecommunications, Technology",EGP,Alexandria
4/15/2024 0:16:38,Male,Yes,Regional,"C#, Python, Go",A Start-up,Backend Engineer,Mid-level,2.5,1-3,"44,000.00",Hybrid,Product-based company,B2C,40-50K,Fintech,EGP,Cairo
4/15/2024 0:32:51,Male,No,Regional,,A Small and Medium Enterprise,Product Owner,Mid-level,9,8-10,"72,750.00",Hybrid,Product-based company,B2B,70-80K,Fintech,Another currency (e.g USD),Cairo
4/15/2024 0:40:02,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,1,0-1,"38,000.00",Hybrid,Product-based company,B2B,35-40K,"Automotive, Technology",EGP,Cairo
4/15/2024 0:58:20,Male,Yes,Regional,Python,A Small and Medium Enterprise,Backend Engineer,Senior,8,5-8,"45,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,40-50K,"Automotive, Supply Chain",EGP,Cairo
4/15/2024 4:17:00,Male,No,Global,"Java, JavaScript, Kotlin, Swift",A Large Enterprise/Multinational Company,QA / SDET Engineer,Senior,3,1-3,"40,000.00",Hybrid,Telecommunication,B2B,40-50K,"Telecommunications, Technology",EGP,Cairo
4/15/2024 5:00:04,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,QA / SDET Engineer,Junior,1.5,1-3,"21,666.00",Remote/Egypt,Product-based company,B2B,20-25K,"Healthcare, Delivery, Telecommunications, Technology",EGP,Cairo
4/15/2024 8:19:06,Female,Yes,Global,"JavaScript, Python, Kotlin, Swift, HTML/CSS, Dart",A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,4,3-5,"477,630.00",Relocated,Product-based company,B2C,200+,"Delivery, Production",Another currency (e.g USD),Cairo
4/15/2024 10:06:21,Female,No,Regional,,A Large Enterprise/Multinational Company,Product Owner,Mid-level,2,1-3,"18,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,Healthcare,EGP,Alexandria
4/15/2024 10:43:07,Female,No,Global,,A Start-up,"Executive (C-level, director, etc.)",Manager,7,5-8,"17,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,"Fintech, Technology, Education",EGP,Cairo
4/15/2024 13:18:37,Female,Yes,Local,"C#, JavaScript, Python",A Start-up,Full-stack Engineer,Mid-level,3,1-3,"23,000.00",Office,Research center,B2B & B2C lines,20-25K,AI research,EGP,Cairo
4/15/2024 13:28:00,Male,No,Local,Python,A Large Enterprise/Multinational Company,Data Analytics,Junior,1,0-1,"23,000.00",Hybrid,Bank,B2B & B2C lines,20-25K,Banking,EGP,Cairo
4/15/2024 13:32:21,Male,Yes,Global,"JavaScript, Python, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Data Scientist,Mid-level,2,1-3,"21,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,20-25K,"Manufacturing, Technology",EGP,Cairo
4/15/2024 13:39:03,Male,Yes,Regional,Dart,A Small and Medium Enterprise,Mobile Development Engineer,Junior,1,0-1,"9,000.00",Remote/Egypt,Software House,B2C,5-10K,"Education, Human Resources Services",EGP,No site in Egypt
4/15/2024 13:41:20,Male,Yes,Local,C#,A Small and Medium Enterprise,Backend Engineer,Junior,1,0-1,"11,000.00",Office,Product-based company,B2B & B2C lines,10-15K,Supply Chain,EGP,Cairo
4/15/2024 13:54:01,Male,Yes,Regional,"JavaScript, Ruby",A Small and Medium Enterprise,Full-stack Engineer,Senior,4,3-5,"55,000.00",Remote/Egypt,Product-based company,B2B,50-60K,Video Analytics,EGP,Cairo
4/15/2024 13:55:14,Male,Yes,Local,Python,A Start-up,Backend Engineer,Senior,4,3-5,"62,100.00",Remote/Egypt,Product-based company,B2C,60-70K,Fintech,EGP,Cairo
4/15/2024 13:58:02,Male,Yes,Regional,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Senior,5,3-5,"70,325.00",Remote/Abroad,Software House,B2B & B2C lines,70-80K,"Fintech, Telecommunications, Education, Human Resources Services",Another currency (e.g USD),No site in Egypt
4/15/2024 14:03:44,Female,Yes,Regional,,A Small and Medium Enterprise,Security/Network Engineer,Mid-level,3,1-3,"26,300.00",Remote/Egypt,Product-based company,B2B & B2C lines,25-30K,Fintech,EGP,Cairo
4/15/2024 14:05:45,Female,Yes,Global,Python,A Small and Medium Enterprise,Backend Engineer,Junior,1.5,1-3,"20,500.00",Office,Product-based company,B2B,20-25K,Education,EGP,Cairo
4/15/2024 14:05:56,Female,Yes,,"PHP, C/C++",A Start-up,Backend Engineer,Senior,3,1-3,"26,500.00",Remote/Egypt,Product-based company,B2B,25-30K,,EGP,Cairo
4/15/2024 14:09:54,Male,Yes,Global,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Senior,6.5,5-8,"145,500.00",Remote/Abroad,Product-based company,B2B,140-160K,"Healthcare, Insurance",Another currency (e.g USD),No site in Egypt
4/15/2024 14:09:55,Male,Yes,Regional,Python,A Small and Medium Enterprise,DevOps / SRE / Platform,Senior,16,15-20,"63,050.00",Hybrid,Software House,B2C,60-70K,"Fintech, Transportation",Another currency (e.g USD),Cairo
4/15/2024 14:10:37,Male,Yes,Global,,A Large Enterprise/Multinational Company,Product Manager,Manager,10,8-10,"52,000.00",Hybrid,Market Research Analytics,B2B,50-60K,Market research,EGP,Cairo
4/15/2024 14:10:47,Male,No,Regional,"JavaScript, HTML/CSS,",A Small and Medium Enterprise,Frontend Engineer,Junior,1,0-1,"11,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,10-15K,"Fintech, Automotive",EGP,Cairo
4/15/2024 14:13:08,Male,Yes,Global,"C#, Java",A Large Enterprise/Multinational Company,Backend Engineer,Senior,5,3-5,"53,500.00",Hybrid,Software House,B2B,50-60K,"Manufacturing, Technology",EGP,Cairo
4/15/2024 14:13:26,Female,Yes,Local,Python,A Start-up,Backend Engineer,Mid-level,3,1-3,"26,000.00",Office,Product-based company,B2C,25-30K,Fintech,EGP,Cairo
4/15/2024 14:14:03,Male,Yes,Local,Python,A Start-up,Data Analytics,Junior,1,0-1,"9,000.00",Office,Product-based company,B2C,5-10K,Fintech,EGP,Cairo
4/15/2024 14:15:08,Male,Yes,Global,"C#, vb",A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,5,3-5,"54,000.00",Hybrid,Product-based company,B2C,50-60K,Supply Chain,EGP,Cairo
4/15/2024 14:15:51,Female,Yes,Global,Java,A Small and Medium Enterprise,Backend Engineer,Senior,7,5-8,"83,855.00",Hybrid,Software House,B2B,80-100K,Fintech,Another currency (e.g USD),Cairo
4/15/2024 14:16:03,Female,Yes,Regional,,A Small and Medium Enterprise,Technical Support,Mid-level,5,3-5,"5,900.00",Office,Educational platform,B2B & B2C lines,5-10K,"Education, Human Resources Services",EGP,Minia a nd saudi Arabia
4/15/2024 14:16:42,Female,Yes,Global,"JavaScript, TypeScript, golang, dart",A Small and Medium Enterprise,Full-stack Engineer,Junior,2,1-3,"24,250.00",Hybrid,Software House,B2B,20-25K,Supply Chain,Another currency (e.g USD),Cairo
4/15/2024 14:19:05,Male,Yes,Regional,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,4,3-5,"35,000.00",Remote/Egypt,Software House,B2B,35-40K,,EGP,Cairo
4/15/2024 14:21:16,Female,Yes,Global,"PHP, JavaScript, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Mid-level,4,3-5,"30,000.00",Hybrid,Product-based company,B2C,30-35K,we build wordpress plugins that are later used in various sites,EGP,Cairo
4/15/2024 14:24:24,Male,Yes,Local,"C#, Pl sql",A Large Enterprise/Multinational Company,Systems Architect,Team Lead,15,12-15,"39,000.00",Office,Product-based company,B2B,35-40K,"Fintech, Technology",EGP,Cairo
4/15/2024 14:31:35,Male,No,Global,,A Large Enterprise/Multinational Company,UI/UX Designer/Engineer,Junior,1,0-1,"28,000.00",Hybrid,Product-based company,B2C,25-30K,"Delivery, Supply Chain",EGP,Cairo
4/15/2024 14:33:14,Male,Yes,Regional,"Python, C/C++",A Small and Medium Enterprise,Data Scientist,Junior,3,1-3,"15,000.00",Remote/Abroad,Software House,B2B & B2C lines,15-20K,,EGP,No site in Egypt
4/15/2024 14:34:55,Male,Yes,Local,"Java, JavaScript",A Small and Medium Enterprise,Backend Engineer,Junior,0,0-1,"14,500.00",Hybrid,Product-based company,B2B & B2C lines,10-15K,"Fintech, Telecommunications",EGP,Cairo
4/15/2024 14:39:21,Male,No,Regional,Python,A Small and Medium Enterprise,Data Analytics,Mid-level,5,3-5,"11,000.00",Office,Digital Marketing/training and education,B2B & B2C lines,10-15K,Education,EGP,Cairo
4/15/2024 14:42:02,Female,Yes,Global,C#,A Large Enterprise/Multinational Company,Backend Engineer,Junior,2.5,1-3,"40,245.00",Hybrid,Software House,B2B,40-50K,Technology,EGP,Cairo
4/15/2024 14:47:19,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Junior,1.5,1-3,"16,000.00",Hybrid,Software House,B2B & B2C lines,15-20K,Technology,EGP,Cairo
4/15/2024 14:48:02,Female,Yes,Global,"C#, JavaScript, Python, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,3,1-3,"27,499.50",Hybrid,Software House,B2B,25-30K,Agriculture,Another currency (e.g USD),Cairo
4/15/2024 14:51:34,Female,No,Regional,,A Start-up,Scrum Master,Mid-level,2,1-3,"10,000.00",Office,Software House,B2C,10-15K,Technology,EGP,Cairo
4/15/2024 14:53:16,Male,No,Global,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Senior,4,3-5,"40,000.00",Hybrid,Product-based company,B2B,40-50K,Telecommunications,EGP,Cairo
4/15/2024 14:56:44,Male,No,Global,,A Small and Medium Enterprise,"Executive (C-level, director, etc.)",Manager,8,5-8,"38,000.00",Office,Software House,B2B & B2C lines,35-40K,"Education, Law, Production, Media",EGP,Cairo
4/15/2024 14:59:36,Male,Yes,Global,"PHP, JavaScript, Python, Go, TypeScript",A Small and Medium Enterprise,Backend Engineer,Senior,4,3-5,"45,000.00",Remote/Abroad,Software House,B2B & B2C lines,40-50K,"Healthcare, Automotive, Production",EGP,No site in Egypt
4/15/2024 15:08:41,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,3,1-3,"50,000.00",Remote/Abroad,Both,B2B & B2C lines,50-60K,,EGP,No site in Egypt
4/15/2024 15:11:43,Female,No,Global,,A Start-up,UI/UX Designer/Engineer,Mid-level,3,1-3,"47,000.00",Remote/Egypt,Product-based company,B2C,40-50K,Healthcare,EGP,Cairo
4/15/2024 15:14:40,Female,Yes,Regional,"JavaScript, HTML/CSS",A Start-up,Frontend Engineer,Junior,1,0-1,"4,800.00",Office,Software House,B2B & B2C lines,0-5K,Technology,EGP,Alexandria
4/15/2024 15:15:28,Male,Yes,Global,,A Small and Medium Enterprise,Technical Support,Junior,2,1-3,"6,800.00",Office,Software House,B2B & B2C lines,5-10K,Technology,EGP,Cairo
4/15/2024 15:17:55,Male,No,Global,Python,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Junior,2,1-3,"54,000.00",Remote/Egypt,Software House,B2B,50-60K,"Insurance, Automotive, Delivery, Telecommunications, Manufacturing",EGP,Cairo
4/15/2024 15:21:52,Male,No,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Team Lead,8,5-8,"135,800.00",Remote/Abroad,Product-based company,B2B,120-140K,,Another currency (e.g USD),Cairo
4/15/2024 15:26:45,Male,Yes,Local,TypeScript,A Small and Medium Enterprise,Backend Engineer,Senior,5,3-5,"65,000.00",Hybrid,Product-based company,B2B,60-70K,Fintech,EGP,Cairo
4/15/2024 15:33:05,Male,Yes,Local,"C#, Python, dart",A Start-up,Full-stack Engineer,Mid-level,2.5,1-3,"52,600.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,Fintech,EGP,Cairo
4/15/2024 15:50:42,Male,Yes,Local,"JavaScript, HTML/CSS",A Start-up,Mobile Development Engineer,Senior,4,3-5,"30,000.00",Remote/Egypt,Product-based company,B2C,30-35K,Fintech,EGP,Cairo
4/15/2024 15:57:19,Male,Yes,Global,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,5,3-5,"32,500.00",Remote/Abroad,Software House,B2B & B2C lines,30-35K,"Fintech, Healthcare, Insurance, Automotive, Technology",EGP,Cairo
4/15/2024 15:57:45,Male,Yes,Global,,A Large Enterprise/Multinational Company,AI & Automation Engineer,Manager,6,5-8,"67,000.00",Hybrid,Consulting Firm,B2B & B2C lines,60-70K,"Technology, Law, Consulting, Accounting",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/15/2024 16:08:42,Male,Yes,Regional,Swift,A Small and Medium Enterprise,Mobile Development Engineer,Mid-level,2.5,1-3,"25,000.00",Remote/Abroad,Product-based company,B2B,25-30K,"Healthcare, Delivery, Supply Chain",EGP,No site in Egypt
4/15/2024 16:08:58,Male,Yes,,"JavaScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,4.5,3-5,"38,800.00",Remote/Abroad,Software House,B2B & B2C lines,35-40K,,Another currency (e.g USD),No site in Egypt
4/15/2024 16:13:38,Male,No,Global,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Junior,1,0-1,"9,000.00",Office,Software House,B2C,5-10K,"Healthcare, Technology",EGP,Alexandria
4/15/2024 16:33:37,Male,Yes,Global,C#,A Small and Medium Enterprise,Backend Engineer,Mid-level,4,3-5,"50,639.00",Hybrid,Software House,B2B,50-60K,"Fintech, Supply Chain, Telecommunications, Technology",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/15/2024 16:39:59,Male,No,Global,Swift,A Start-up,Mobile Development Engineer,Senior,6,5-8,"135,800.00",Remote/Abroad,Product-based company,B2C,120-140K,"Healthcare,",Another currency (e.g USD),Cairo
4/15/2024 16:52:39,Female,Yes,Global,"C#, JavaScript, C/C++, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,8,5-8,"72,000.00",Remote/Egypt,Product-based company,B2B,70-80K,Healthcare,EGP,Cairo
4/15/2024 17:36:27,Male,Yes,Global,"Go, TypeScript",A Start-up,Backend Engineer,Mid-level,5,3-5,"82,450.00",Remote/Abroad,Software House,B2B,80-100K,"Technology,",Another currency (e.g USD),Cairo
4/15/2024 17:38:00,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,QA / SDET Engineer,Senior,5,3-5,"32,000.00",Hybrid,Product-based company,B2B & B2C lines,30-35K,"Telecommunications, Technology",EGP,Cairo
4/15/2024 18:05:54,Male,Yes,Regional,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Senior,4.5,3-5,"47,000.00",Remote/Egypt,Product-based company,B2B,40-50K,Human Resources Services,EGP,Cairo
4/15/2024 18:22:16,Male,Yes,Regional,TypeScript,A Start-up,Frontend Engineer,Mid-level,2.5,1-3,"34,000.00",Hybrid,Product-based company,B2C,30-35K,Fintech,EGP,Cairo
4/15/2024 18:35:37,Male,Yes,Local,"JavaScript, TypeScript",A Start-up,Backend Engineer,Mid-level,2,1-3,"33,000.00",Hybrid,Product-based company,B2B,30-35K,Fintech,EGP,Cairo
4/15/2024 18:41:48,Male,No,Regional,Java,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Junior,1,0-1,"17,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,Fintech,EGP,Cairo
4/15/2024 18:45:21,Male,Yes,Global,"JavaScript, TypeScript",A Start-up,Full-stack Engineer,Junior,1,0-1,"13,500.00",Remote/Egypt,Games Website,B2C,10-15K,"Fintech, Games Services",EGP,Cairo
4/15/2024 18:55:05,Male,Yes,Regional,"Python, Bash",A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Senior,3,1-3,"87,300.00",Remote/Abroad,Outsource for stc saudi arabia,B2B & B2C lines,80-100K,"Telecommunications, Technology",Another currency (e.g USD),Cairo
4/15/2024 19:07:52,Male,Yes,Global,C/C++,A Large Enterprise/Multinational Company,Embedded Systems Engineer,Mid-level,1,0-1,"51,000.00",Hybrid,Product-based company,B2B & B2C lines,50-60K,Automotive,Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
4/15/2024 19:22:55,Male,No,Local,Java,A Large Enterprise/Multinational Company,Backend Engineer,Junior,1.5,1-3,"25,000.00",Hybrid,Product-based company,B2B & B2C lines,25-30K,Telecommunications,EGP,Cairo
4/15/2024 19:37:44,Male,Yes,Regional,Python,A Start-up,Data Analytics,Senior,4,3-5,"193,650.00",Relocated,Product-based company,B2B,180-200K,Insurance,Another currency (e.g USD),No site in Egypt
4/15/2024 19:44:17,Male,Yes,Global,TypeScript,A Small and Medium Enterprise,Frontend Engineer,Senior,9,8-10,"547,492.00",Relocated,Product-based company,B2B,200+,Technology,Another currency (e.g USD),No site in Egypt
4/15/2024 20:20:42,Female,Yes,Global,JavaScript,A Start-up,Frontend Engineer,Junior,2,1-3,"8,000.00",Office,Educational Industry,B2B,5-10K,Education,EGP,No site in Egypt
4/15/2024 20:27:09,Female,Yes,Regional,JavaScript,A Start-up,Frontend Engineer,Junior,2,1-3,"9,000.00",Remote/Abroad,Software House,B2B,5-10K,Technology,EGP,No site in Egypt
4/15/2024 20:56:50,Male,No,Local,,A Start-up,UI/UX Designer/Engineer,Mid-level,5,3-5,"27,000.00",Office,Product-based company,B2B & B2C lines,25-30K,Realestate,EGP,Cairo
4/15/2024 21:28:51,Male,Yes,Regional,"PHP, JavaScript, Python, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Team Lead,16,15-20,"113,150.50",Remote/Abroad,Product-based company,B2B,100-120K,"Fintech, Human Resources Services, Projects Management",Another currency (e.g USD),No site in Egypt
4/15/2024 21:46:04,Female,Yes,Local,"C#, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Team Lead,14,12-15,"10,000.00",Office,Product-based company,B2C,10-15K,Education,EGP,Mansoura
4/15/2024 22:01:10,Male,Yes,Global,"JavaScript, Python, TypeScript",A Start-up,Backend Engineer,Junior,3,1-3,"48,690.00",Remote/Abroad,The company has its own product and also a product for another company,B2B & B2C lines,40-50K,"Delivery, Supply Chain, Education",EGP,No site in Egypt
4/15/2024 22:08:07,Male,No,Local,,A Small and Medium Enterprise,QA / SDET Engineer,Mid-level,3,1-3,"12,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,10-15K,Fintech,EGP,Cairo
